InsuranceRecordID,ProviderID,LocationID,ProviderInsuranceID,ProviderInsuranceName,ProviderPlanID,ProviderPlanName,ProviderNetworkType,ProviderPlanStartDate,ProviderPlanEndDate,ProviderContractStatus
fef488a9-a03d-4af8-ac0f-abfebf0f91e2,9b585900-8bf4-451f-97ef-4dfab41ea9e8,1af87f51-d832-4c8d-b57c-2d7d6eb50d83,d5de8b6a-899d-4c3a-897e-a5f9cdc42901,United Healthcare,23b2ca38-2d6a-4ad0-8fc8-c86d9793e9ff,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO HSA NJPA""}",Out of Network,2023-04-04,2024-02-02,Terminated
f2b86fca-9ebd-4e0b-a8b4-dd0a118b7743,ef3dd63c-02e1-4957-bba2-f51d6e7a9da4,12723ac4-213b-4b92-97b9-206a63fcddf2,377905b3-70f8-40ae-91be-d7bb56d95dca,Humana,021f2ae8-4ad7-4332-ba7f-deab61f7330a,"{""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2024-04-21,2025-01-12,Active
95ebd3ee-14be-4dde-a90c-25144cade72f,2c4d0bcd-c751-4846-83ff-63f42fb47c2a,422e8f63-d497-47e4-b53b-d3207a766dc6,84243a71-39c6-46a1-96a6-153f91633b17,Kaiser Permanente,c4c09d2d-8729-4c1d-8fdd-9560602952c7,"{""DIRECT ACCESS"",""ADVANTAGE EPO NJ"",""EPO WITH BLUEHPN""}",In Network,2024-10-26,2025-03-19,Pending
67233016-4b20-41fd-a3e4-8bc2470f9a31,3b434f54-9fb8-41cd-ada5-21bcfacdb8b3,9b7b3f48-8e78-452a-8778-65af0f771a72,5e0cb933-ba05-4f0e-8ec9-fd8c365a7e29,Blue Cross,1348b6ce-78c3-4171-9c64-aeb70c37dbd1,"{""ADVANTAGE EPO NJPA"",""DIRECT ACCESS"",""ADVANTAGE EPO""}",In Network,2023-11-20,2024-09-19,Terminated
6541f942-a9e3-44dd-833f-ead7cddb9bbd,9b6691e1-6cf6-4b82-8b14-007cc8d2a290,13816ce8-f851-4a02-8f74-cacf064bf86b,99d4818e-7aba-490b-b32e-5f3a830fcf01,Cigna,f46953b2-1020-4eaa-951c-bfebcecb709a,"{""CWA UNITY DIRECT"",""ADVANTAGE EPO WITH BLUEHPN"",""ADVANTAGE EPO""}",Out of Network,2024-04-06,2025-03-07,Terminated
b40471cd-8d50-4a2a-9194-0b39284b84ea,c093789f-d58b-4b9d-a752-9f49ca2977cc,ca50f8b1-0657-4473-9f10-f9b02286be7b,b83c0034-04a9-43cd-9964-8f1378e2ba1c,United Healthcare,9f1ac939-0478-4fdd-8a68-fcf314bc027b,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO NJPA""}",In Network,2023-06-15,2023-12-29,Active
7c6d2a8d-6e12-4305-bc51-7e0b0fde2782,13dbce3e-ce4a-4c7f-ab96-c6bd8a382859,3ef619fd-d88c-4b63-8fc3-9255dcaaabd3,ff0a8342-dbae-4bac-b3e3-cb4fd8442269,Cigna,e53a3894-1e45-45e4-8e3e-a6d9dff46cb5,"{""EPO/EPO PLUS""}",Out of Network,2022-07-23,2024-11-12,Active
fa5fc122-a29e-4c6a-8f9a-640e28dc7aa8,6fad0d64-70af-4b34-bc69-baafdb8c8b3e,037b78a0-8d87-4186-a46f-4103fe1f3e75,2e2ca948-6bbd-413a-b129-90df2d73e66e,Humana,81334e88-0c0d-4a7c-b7ef-b9927f0523a6,"{""ADVANTAGE EPO NJPA"",""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2025-05-20,2025-06-20,Active
e35a9337-26e8-48f7-aac6-0b64e602096c,1b084ea9-b7d4-4039-88e4-89402a08da49,c27666f9-5797-4f5f-816e-bbd4fe72ad8d,6126b222-c962-4ae6-b510-4fce28a6d963,United Healthcare,d997afc4-363c-4b1f-8702-90e55ceec33c,"{""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO WITH BLUEHPN"",""ADVANTAGE EPO NJPA""}",In Network,2025-05-02,2025-05-16,Terminated
65d8b747-1869-4a62-a381-9cfec28285e8,b0844ba1-a0d1-48be-b13f-8a9c8c6d4a2e,374a8619-9550-4121-a4c4-fb964630a4cf,5cb01f86-f0b8-4dd2-bcb4-b9d4882878d8,Aetna,b2045e9b-ee0c-4de4-a4e6-beaa264ffce0,"{""DIRECT ACCESS"",""ADVANTAGE EPO HSA NJPA""}",Out of Network,2025-02-17,2025-04-14,Active
176731f9-7d6b-47e2-ac82-fbfa2d1d5f44,cd86b247-fe0b-4378-a2d9-3a343528fbec,1fc96d72-1225-4707-ac2f-5e7acd364efa,c5de15f3-36ce-45fb-a1ec-08631d7f68f6,Aetna,534eb927-8492-4484-a66e-d132d7a92e77,"{""EPO/EPO PLUS"",""ADVANTAGE EPO NJ""}",Out of Network,2022-07-22,2023-04-15,Terminated
99060dde-1ab4-4001-959d-801a926e7180,b4372f0d-9c1f-42a1-8224-d7a5c7968d39,fdb18317-5835-4d53-8e55-dae82856563d,3f71801a-c57f-4374-9c34-357c1747fe82,Cigna,b11eb7de-5598-44e1-a3b8-689863b4d430,"{""ADVANTAGE EPO HSA NJPA""}",Out of Network,2024-09-27,2025-05-23,Pending
27a5567d-584b-4c4a-8871-480df9721543,ea3331a3-18a3-4469-9ee5-fd2832b7ffd3,0a0dbeb5-152b-443f-8301-be68ef4d0c9a,e5486075-3c96-4110-ac95-7d4ceeb03cb7,Humana,3c122d43-ac7b-42e1-ba08-968b2a4ef509,"{""EPO WITH BLUEHPN"",""ADVANTAGE EPO NJ"",""ADVANTAGE EPO NJPA""}",In Network,2023-12-17,2023-12-29,Terminated
3df8b7e5-c386-4abf-80e0-867be54e8645,f90df0cd-1a70-4d58-934b-a02004fb43c3,63de90ef-a97f-46b0-9200-125d9f74390b,841c4d64-ea0f-4fa6-adfe-bd546537cd96,Blue Cross,c3b17108-f770-465c-a83a-09d02d5f99d5,"{""CWA UNITY DIRECT"",""ADVANTAGE EPO NJ"",""ADVANTAGE EPO""}",In Network,2025-04-01,2025-06-27,Active
a5e70a5a-d5c0-40eb-a696-fddd9b5e4c61,b07f88ce-a56e-4270-accd-35aedda53cfd,be5fd14e-e4dd-404a-80d3-a9acfc748040,82d033e6-9436-4da7-ac07-48266f4e68fa,Kaiser Permanente,9354cb1b-9bbb-456d-9b3a-4202aff085ac,"{""ADVANTAGE EPO"",""ADVANTAGE EPO HSA NJPA""}",Out of Network,2024-08-19,2024-11-11,Pending
fbc2719a-b520-4ae5-9fc4-6213905cccf3,4716bbb2-a271-481f-a452-02dcecab934b,127a2a5e-abb3-436c-8159-e1cfb627e4c8,d8c7bd98-3821-41dd-8ed6-987e46c1b26c,Kaiser Permanente,4aa4cbfa-5b0c-4517-8615-99c695a0655a,"{""ADVANTAGE EPO""}",Out of Network,2025-04-10,2025-05-19,Terminated
825a340a-fbe0-44f8-bad8-ba23dc74fc0e,3aa78f82-061b-4bb4-9cba-9319eeb0d1fd,d2dcc83e-d389-4638-96f8-1a2bcbd11ec5,ad3be0e2-1301-488f-8988-ae24594b4ed1,Aetna,75fe8298-43cc-4a00-805e-def730f5d3a1,"{""ADVANTAGE EPO NJ""}",In Network,2023-12-15,2025-05-22,Active
d1bd96d3-7c8a-487a-920f-43ed097f355e,ef53046e-ea26-48f8-91a0-709ff559d3f2,cb76c690-74a6-465b-8239-cc184287e885,d5f62c3a-a86c-4aad-b126-6efbc6e7f708,Cigna,b2cb73d1-0bd2-4378-aeed-a24156897740,"{""EPO/EPO PLUS"",""DIRECT ACCESS"",""ADVANTAGE EPO NJ""}",Out of Network,2024-10-27,2025-06-07,Active
6489b5f9-4d1a-4561-9482-341541c2a073,2168d0d2-c20e-4bb3-a884-ff20b2dccb28,844764eb-5ed0-4cf7-986d-b416338e4ef6,1448e5d2-fdac-4c69-8ec8-d845db2a862e,Kaiser Permanente,1d978eda-1b78-45d9-a664-a0131932678c,"{""ADVANTAGE EPO HSA NJPA"",""EPO/EPO PLUS""}",Out of Network,2022-07-23,2024-02-28,Pending
1fa5dc29-7fad-417f-8de4-816007f14a63,3dad2252-170e-49c6-964b-212b32e7767f,ac7eada1-c4d0-41ca-8e80-88f1573bafa8,2f5c94ca-010e-46b3-9c72-38c1f9d42bc7,Humana,2dd84115-2aee-4709-8aa3-a80c2691b81e,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO HSA NJPA"",""CWA UNITY DIRECT""}",In Network,2023-10-04,2024-11-12,Pending
9e70f021-7b1a-40ca-b9e1-dcabf766b4ba,8bc82ea3-9f74-4718-8742-356fe310aa30,d9746b7c-6552-4de9-848f-e5fc9754bdb5,6117eadd-9fca-4250-a9a1-c604ecc29329,United Healthcare,64b0613f-bca9-496a-ba70-f2d030905f98,"{""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO NJ""}",In Network,2023-03-07,2023-09-11,Terminated
d469d0c3-c9fb-4c9e-af99-6869cb47c418,86558de9-1f8c-4635-b893-5cce215e2f29,e85ef032-2ea5-4998-815a-fd7c1a613deb,32cdea01-edbb-43aa-9ded-2119dcbe5e22,Blue Cross,c3b512b8-c625-461d-997f-8ca0f776c4a8,"{""EPO/EPO PLUS"",""EPO WITH BLUEHPN""}",In Network,2022-08-26,2024-02-20,Active
14faad32-56d4-4c1c-89e9-8b40def04644,76b410ab-e9e1-4a99-9dbb-3b82845691df,6a69b83b-c978-4eb7-892d-cb8499eda834,4bf04e95-f549-4bf5-a3c5-616db9ec2d15,Blue Cross,78a6be86-9a4b-4a04-bf9e-63e36f32516d,"{""CWA UNITY DIRECT"",""EPO/EPO PLUS""}",Out of Network,2023-08-16,2025-06-19,Terminated
7332a940-2862-4d59-8078-9dc6ea0e70e8,11f7c164-5df7-4c43-9603-daa2726f698e,42767f05-65de-4687-b826-29f18cf21180,72ecc6e5-d356-44fe-a348-7b3396b23439,United Healthcare,2f47aaf7-8383-40ad-9081-1cc613d6f14d,"{""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2024-04-29,2025-05-06,Terminated
cf569ee3-c8b9-451b-bc87-c84ff1a30df2,ea3a1b11-3949-405c-9f7a-727476cdbc8b,339d86a9-4634-4d2f-81c1-29e8064a119c,4966938e-4086-4ce9-beff-b78ad401016e,Humana,3e9fde2d-abc7-4d9d-8d76-ab6e09dce037,"{""ADVANTAGE EPO""}",Out of Network,2024-02-17,2024-04-06,Terminated
93a7e8cc-bcb9-484c-9f1e-445ff08aebb4,f0bcc689-7af7-4676-843f-f4a01cf91a07,40f17066-167b-4178-bba1-2ccb33ae87e8,81918ef6-df30-4695-b962-7a425f5f7e16,Humana,08bb0c7a-f8d8-48e0-af93-9790382db150,"{""ADVANTAGE EPO HSA NJPA"",""DIRECT ACCESS"",""ADVANTAGE EPO NJ""}",In Network,2023-04-04,2024-05-20,Pending
096bacc6-dc98-4600-bf0a-37818b6d1ea8,700d1152-4241-44b9-9490-895bcbc3773d,64da9e35-2f41-4592-bdf3-0c7ac5be056e,24220ea0-6758-468e-bcec-b82043d5d61b,Aetna,96ceeddd-227f-42d1-8d36-d4f5f8139fdb,"{""ADVANTAGE EPO"",""CWA UNITY DIRECT"",""EPO/EPO PLUS""}",Out of Network,2023-07-12,2024-03-17,Terminated
d3bb5463-04e0-451b-932e-b39848d643c4,66ec207a-64a0-4d37-a90f-bdf0c682e801,693176fa-a758-48ac-ba77-56e144d6c734,c4aba84b-eec0-4fed-afe3-a08f758c6da6,United Healthcare,6b86591e-c713-4205-b806-8542726d9992,"{""ADVANTAGE EPO NJ"",""ADVANTAGE EPO WITH BLUEHPN""}",Out of Network,2023-08-08,2025-05-09,Active
1089f4f8-b75c-4f2e-beb3-bfacdd7c1c22,45ddd210-a7fb-456f-a258-8ea2011ec02d,8a8c4596-b5e2-431e-915b-9b125b719f0b,a504d924-9a89-4502-93b8-b42d96e20c07,United Healthcare,c4593926-2733-4d4c-99b6-1865949ab3f3,"{""ADVANTAGE EPO WITH BLUEHPN"",""EPO/EPO PLUS""}",In Network,2023-10-18,2025-02-04,Active
4c306cd9-7f4c-451c-b0f8-f11373106a17,904836bd-d5c5-449f-9734-bc65f41f113f,df2efde4-bb3c-40dc-8a48-6778be635a74,22f51eb6-bb09-41c5-95ae-8d77d7ca4b7a,Humana,570ba964-d35c-4f03-8664-6820339e0ed6,"{""EPO/EPO PLUS""}",In Network,2024-12-29,2025-01-25,Pending
84510f82-0276-47b4-898f-07d9bf6c1941,c273e862-ac30-42ac-af33-61b3176dfa89,5296a53c-670e-4933-ad57-2de586a8b14d,0c804d1d-d2fc-4d68-947f-aa5dea9cd2bf,Humana,8ae481fe-8123-459e-9441-3be303374d83,"{""EPO/EPO PLUS""}",In Network,2023-05-15,2024-09-27,Pending
225e95cd-06e8-4349-9394-15386e1c5665,bd87c322-33ea-43db-9745-704e941a9117,29882fe0-1246-4a68-9c30-93a12d1a5b59,3f62e196-e939-4e96-9733-5b1b3cd5253c,Blue Cross,0bcda984-a941-4051-936b-8996aec107fc,"{""DIRECT ACCESS""}",In Network,2022-11-16,2024-10-05,Pending
b87177a5-2e5f-4a3e-9cdd-65a2b6652aac,9c3c46d9-5a24-4247-b7bc-ffea3e780d40,2b760da0-c020-4d01-a8c5-7ef34c27d0b0,f32513ca-0dec-4662-bbe7-f13baa3b3c0c,Blue Cross,61a7711b-1914-4734-bafd-0f8201e5421d,"{""DIRECT ACCESS"",""ADVANTAGE EPO NJPA""}",In Network,2024-11-17,2025-03-23,Pending
f74b5125-bac7-4378-9c94-383f273ec272,90e4661b-9907-4cf5-aa10-a1f31523914f,71de0d33-d392-4eec-b2d2-3e71a29d65ec,6fa98fa6-fda2-4aaa-a955-ef72d456842c,United Healthcare,6f87c27a-0a76-417a-9abf-1ea3b18a5cc6,"{""ADVANTAGE EPO NJPA"",""CWA UNITY DIRECT""}",In Network,2025-03-14,2025-06-23,Terminated
945b3bfc-25ac-45de-b835-0b50962cf700,e010ccd3-0fe4-419b-92ca-24e9d8d7dc30,508f4a7d-48fa-46e8-afca-46d5f46f803c,2cf3f5ef-d5c4-4a47-86f8-e1bb54e8f02c,Aetna,fd591a7f-17f1-463a-ae8d-4340a7d42905,"{""EPO/EPO PLUS"",""ADVANTAGE EPO NJPA""}",Out of Network,2023-02-11,2023-04-03,Pending
ec7361c1-a262-4a16-8c45-982304e7f5be,d0ea2f05-82c9-4fc6-bda2-d37fae277506,ed3f4503-fd2b-434a-b53d-418d1e884615,ec038ac1-2c7f-4890-8b64-fd0f6981dbe9,Kaiser Permanente,726d6d3b-209c-4ab8-96d4-1ce1811f12dd,"{""ADVANTAGE EPO"",""EPO/EPO PLUS""}",Out of Network,2024-10-08,2025-05-28,Pending
5cf2c6c0-60e0-43c1-9e6b-469aadaf9b80,2e0db3c9-73ca-4291-97fa-914e45e49d8d,b69b6e88-2b69-4dc0-8159-64d0d385f596,a3ee4a5f-fff2-45db-a3f8-b636a8907ed7,Cigna,9fac8ff9-9477-46ed-bf10-0676ffad4d00,"{""ADVANTAGE EPO NJPA"",""ADVANTAGE EPO"",""ADVANTAGE EPO HSA NJPA""}",In Network,2024-05-07,2025-06-04,Terminated
1643397a-0192-41c7-bbaf-83c3be853fd2,b652f342-123a-4a9d-86f2-75fa8aed793d,939f4260-5c61-4781-bb90-e3a88125e99e,21cb8984-8280-4335-b08e-0080ff17e71b,Kaiser Permanente,c3d2201e-27fa-4425-a80a-83aae79f569c,"{""EPO/EPO PLUS"",""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO NJ""}",In Network,2024-05-10,2024-06-07,Terminated
5edd93c5-feda-4e91-8f42-54fb6e7270d3,39c122b5-d01e-4fd8-858e-1145a770010f,086b6124-440f-4176-9550-536ad2f33989,066caf60-ec62-4cb4-8937-a7dbd7b16c75,Cigna,22de549e-d233-4a14-b88e-5fc79451e31f,"{""EPO WITH BLUEHPN""}",In Network,2023-11-09,2024-10-14,Active
bc79fd6e-64bc-4270-b5e3-555cdf459680,eb6422e9-4f74-4371-8575-d49cf1026341,b99e4a3b-d57c-4101-815e-95e31b269cae,35530ccf-2a39-4af3-942f-b813b0f6a435,Blue Cross,d3de9288-1822-4c71-af69-51f79dc46260,"{""EPO/EPO PLUS"",""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO""}",In Network,2024-09-11,2024-09-11,Pending
831cd0e4-3bf8-412a-b33e-a4d403aea6ee,48870600-5980-4d06-91a8-e5e5bd996345,3cb6ffc1-34c0-4b70-9c82-75cf530b3b83,30a26b91-9ce8-4ae9-898d-b444f68a9d4f,Humana,927b0d59-1958-45d0-9908-85e08def54af,"{""ADVANTAGE EPO NJPA""}",Out of Network,2025-05-27,2025-06-06,Active
2c2b1dd6-9647-437b-a991-1ab663d88344,1938c3fa-861f-43f1-b5fb-79bcafa0210f,aee5c430-f8d6-406a-9049-a2efa0a94a81,63e46075-70a2-4d04-9506-31c6ecd88783,United Healthcare,f9356d60-fb35-4bc6-bc40-faa495a791cd,"{""ADVANTAGE EPO NJ""}",Out of Network,2024-12-10,2025-02-07,Terminated
445dba39-aab2-4b71-8eca-13ed74ad62f0,21475c55-94f5-48c4-9d62-5b38e3816d92,c7aa98b1-7269-415e-9556-c9a90f57a46e,0c89354b-f422-4b8b-a369-d2a05bab0b2d,Kaiser Permanente,e6f76f02-309f-455c-b7e1-3c864b48ac04,"{""EPO/EPO PLUS""}",Out of Network,2023-09-23,2024-05-15,Terminated
0efe54ff-99b6-4f25-a00a-53308873fa23,0f8e9015-2f48-4489-b4c6-091289965fa4,60594ca4-b3c8-4c53-b307-9a1f391d4b3a,54315bcd-2ace-41b8-9091-c51fd8ccf756,Blue Cross,7cf16439-2a84-48c0-9e61-85208b626166,"{""ADVANTAGE EPO NJ"",""CWA UNITY DIRECT""}",In Network,2024-08-14,2025-02-18,Active
ab9ebde6-c4c2-4af1-aff8-5a0259a1a6ce,f68bcd36-e7a1-4b25-b53f-e2cf6ac005c4,026b8a42-a1de-4c08-be2f-8648211bb5fb,8e3b9678-79a5-4dcd-9e96-bdefa001f000,Blue Cross,37996628-5479-46c9-ab4b-2881e2b75a31,"{""ADVANTAGE EPO WITH BLUEHPN"",""EPO/EPO PLUS"",""EPO WITH BLUEHPN""}",Out of Network,2023-12-01,2025-05-21,Active
1dc67954-dc6f-46d8-b1e3-2c4c53db635e,9d9c4370-c5a4-43ba-af59-b8ec3c750108,8afe3ad1-d3c0-4d54-9062-db836124311d,5574d132-16a2-43fa-be21-19ae45132120,Kaiser Permanente,508e3c1e-cf59-43b9-80fb-bd9985e6c776,"{""ADVANTAGE EPO"",""EPO/EPO PLUS""}",In Network,2023-06-27,2024-03-18,Pending
09941c22-92e8-4c55-8893-73b1398fbbbd,20efe7c6-1d09-4f31-9284-e2308df1f4a0,770be5fb-9498-456f-bf3c-a0a3ae0b86c8,6ad15184-a942-4120-b901-e57b93daa57a,Aetna,863602ab-6f5b-4084-a7dd-9cd120fb6f94,"{""ADVANTAGE EPO"",""EPO WITH BLUEHPN"",""DIRECT ACCESS""}",In Network,2024-01-30,2024-05-10,Pending
23434668-a39a-48f4-b92f-f4af9b2c00b6,0891e6f9-7b77-4d8c-9a5f-a89b12028f12,84c1f7f2-122d-4845-a09b-1247170aeb2a,15a5da17-6bbd-49ce-972c-c92775585255,Humana,3c0b0fa2-6b1b-41a2-b745-8a300e074ccc,"{""ADVANTAGE EPO WITH BLUEHPN"",""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO NJ""}",In Network,2023-03-28,2024-04-09,Pending
d77626f5-29b2-4a8e-9856-50a4ed821bde,be47e76e-c844-4126-a6a1-192cd13e9c6e,9bf6040a-384f-4532-9450-8fe651c08ec1,37771076-e675-4608-bb22-64b7264fc1b0,Kaiser Permanente,aec50b7a-def6-4e3d-9151-94b8ecde4294,"{""ADVANTAGE EPO HSA NJPA"",""CWA UNITY DIRECT"",""DIRECT ACCESS""}",In Network,2025-04-06,2025-04-14,Active
b1564e96-d013-4d9c-b800-166f8a5160d3,9f223c1b-2132-4f39-8ae1-3084d61ef031,b09dbc0e-9bb8-4707-b943-d7cbe6e2820a,f4947010-d087-4d0f-90dc-aeb197ac8b67,Blue Cross,b5e2e338-0d86-44a9-bd1e-e7027b441810,"{""EPO/EPO PLUS"",""EPO WITH BLUEHPN"",""ADVANTAGE EPO NJPA""}",Out of Network,2023-10-24,2024-02-09,Terminated
cf7c3901-b1dd-471f-9d88-d564a5e9ca04,9653c5e7-917d-40c9-b54e-12901aadee15,f8fe94a0-d821-461e-bae0-121de9216cf9,ab125d5d-0cf1-4117-abe4-4f58a950894b,United Healthcare,e0ea79d9-144a-450b-8ab2-e06bbca5b62a,"{""ADVANTAGE EPO WITH BLUEHPN"",""CWA UNITY DIRECT"",""ADVANTAGE EPO NJ""}",Out of Network,2023-11-07,2024-07-20,Terminated
27b890d0-321a-45dc-aa9c-4211edd0882f,70c2efc3-d191-41f7-ad42-da4185e80d5b,f751a31d-d5a1-4c25-945d-a8e8b7c4c001,c2d0cb28-b258-4f64-9bce-e3f128b7dac8,Aetna,19fed10d-9f1c-4854-bb77-37061dd191d6,"{""ADVANTAGE EPO NJPA"",""EPO WITH BLUEHPN""}",In Network,2023-08-22,2025-03-10,Pending
232235f5-6c79-4ebf-9a22-f0296a460431,7eece1d3-7113-43f9-88d6-208c213f42e2,2eda8811-46ed-4cdb-968f-7f22c0a4bcd1,55653fc4-0e4f-4f7b-974c-211233caf2fc,Aetna,7adc8446-c238-47ce-b15f-825b969d6fd4,"{""EPO WITH BLUEHPN""}",In Network,2023-01-11,2023-03-04,Active
89d0feef-6e1d-4607-9b05-c44ba098a6c2,35078373-5898-4bd2-94ec-e95b559b7445,7fa73ade-9b53-4ce0-a0d0-59dbc9c669b3,2671a196-8a67-44a1-b5f6-462ba895e1e4,Blue Cross,75f32639-00a1-4012-befb-ce4648b2f789,"{""ADVANTAGE EPO""}",Out of Network,2023-11-09,2024-12-10,Terminated
935f5647-8812-4091-b5e1-cf0a337236d8,d26aa766-5637-46ce-85cf-56f4e850d1de,fec9a8eb-22d3-41ec-83a9-c61e284e8633,32c0b90b-107f-44d1-b082-a8e3b13cb130,Humana,e012ae9f-b3f3-4c94-a1f3-609ffc92eb94,"{""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO"",""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2023-09-23,2024-12-25,Pending
30448fd1-8aed-4b08-81ea-3222572c1a68,5f09737e-c4d1-4bcd-89a5-cf25f610abbe,51fa13f2-f8a9-4b3c-abe6-4493d1c8a221,5658c42d-a125-458a-ad98-3b7d44d08d01,Kaiser Permanente,5641b94b-5c5d-4a4c-9875-047ed87e13bd,"{""ADVANTAGE EPO"",""EPO WITH BLUEHPN"",""DIRECT ACCESS""}",Out of Network,2023-06-14,2024-05-13,Active
1021111b-0675-4a87-83cf-5ab0184e6117,4fe8da49-0d37-459f-ab0d-d5021d8f6f16,d7f4422f-e3ce-4345-9b29-18097838ea24,6504a619-d9f2-4173-a9ed-796ce1b96515,Humana,8274adaa-e6df-4708-b1bc-cfcd359121e4,"{""ADVANTAGE EPO NJPA"",""ADVANTAGE EPO NJ"",""CWA UNITY DIRECT""}",Out of Network,2023-08-10,2023-12-19,Terminated
69906f28-b6ab-46ef-9a64-d9f58420d306,4d3febde-d77d-4fce-9bcd-dae75b81072f,6a426123-6c0a-424a-8930-c1ae9da2ab72,42e394c7-dd01-4c7c-a048-21d402151584,Aetna,75768e6f-e8bf-4dfb-92a6-e4c0923f1364,"{""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2025-01-23,2025-05-31,Pending
93c7911a-7eb5-4b63-964e-1b4f2e5d4f2d,30ee250f-2068-49cb-b9c0-5a0834a5fa9a,1ac36110-ee52-4eea-9de8-53350b347464,f87bc77f-b89a-4ef0-b6c7-895451ad033b,Kaiser Permanente,d20e8c97-6cc3-4b9b-b58c-63113dbeafd2,"{""ADVANTAGE EPO HSA NJPA""}",In Network,2023-07-20,2025-01-13,Pending
709e5311-1c45-4f59-bcbc-5957d8901596,63122131-90e4-42fc-894c-1bdd1e032fb0,b4423532-a7d4-40ce-9674-432fa4bc1f6c,a9f7fffe-dd65-4ce0-853e-4abdf3c5ea8c,Kaiser Permanente,0483f0f9-d802-4df7-ae3e-05d51da3e633,"{""ADVANTAGE EPO NJ""}",Out of Network,2024-01-27,2025-02-05,Terminated
c6e631a5-9b22-40e0-abbd-2b2884eea451,f66c5647-d815-4cc4-a8c3-2cc9920099ca,0b409937-2273-4167-a51d-51b97f664215,8c973315-6b1b-4c9d-8221-a7d1e5628e96,Aetna,0c6284cd-cd64-4b57-8294-3cbe76bff0f1,"{""EPO WITH BLUEHPN"",""DIRECT ACCESS"",""ADVANTAGE EPO NJ""}",Out of Network,2024-08-05,2024-10-08,Active
f1aa032e-4783-4567-adb7-cdb452946e4f,1bd4ba1a-ae18-46ee-a98e-1a7b4f738119,73926a63-0502-4717-a6ba-67be821a9fa2,d81ae4da-6008-4bd2-8e14-eb00278afa41,United Healthcare,14c7d4f1-aabe-4f60-8b05-76d3b6744d8c,"{""DIRECT ACCESS""}",In Network,2023-08-18,2023-12-02,Terminated
e638a93c-cf09-4106-8645-4d1b8ef7e2bc,a870a816-1528-4537-9d8b-4b627d71e6ba,36d1fd21-a05a-43fe-837d-9fdd33d476b2,0d270d66-2cc0-463e-bd03-d7b06bf2140f,United Healthcare,4401f89a-3306-4cbd-a866-db43a92c75a1,"{""ADVANTAGE EPO NJPA"",""ADVANTAGE EPO""}",In Network,2023-02-01,2024-01-29,Pending
13aaa1f4-9a0f-40f8-a65c-2f1d4ef4ece0,c1bbe1bc-83f5-466b-89ab-271be547518e,46c95e75-017b-4cdf-9b86-d394eaa0c614,eb0695db-7e20-4462-9911-bd1fbb53ca00,Humana,eacb2310-01de-4d66-a0a8-745ac1e63af9,"{""ADVANTAGE EPO NJ""}",Out of Network,2024-11-23,2025-03-24,Terminated
ca8dabb2-004d-4b66-967a-3b182411527e,f097282a-2d93-463a-96af-4398049f04e0,ef4a714e-024c-466b-bfe9-ba30b0c80edf,6775f58f-6e9e-4091-a361-53133340bdf4,Aetna,65520f8c-2d99-449c-bf9b-261df5a49f9f,"{""ADVANTAGE EPO"",""ADVANTAGE EPO WITH BLUEHPN""}",In Network,2023-02-11,2025-05-07,Active
b2e18e5a-d616-4c0c-81a4-7548c32bbd98,dc1740cc-7a9b-4565-adbf-48977795f862,25d532e8-3443-4d4d-b17c-0ae69d148b87,fd253dfe-b127-46c7-bb7c-f6af3d3a5798,Cigna,02dc3c64-4e73-40f3-bdc2-ddcba52887e9,"{""ADVANTAGE EPO NJ""}",In Network,2023-02-23,2023-03-12,Active
6b2ad46e-838b-4940-80db-99df85f62a74,84ae5e52-fbce-4e28-8a7f-25d4f9411ee3,2f075deb-1d1d-4345-86b5-15c61109cc9b,b779f618-39d1-4b1d-9997-dd3dc05d1d20,United Healthcare,b3402738-5612-4a74-9682-956c2f0b8038,"{""EPO WITH BLUEHPN"",""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO NJPA""}",In Network,2022-07-24,2025-03-13,Pending
f025a0c4-8935-49bc-8aff-77fb62394a2f,d7c81f7a-655e-4849-a602-16c1162480eb,8760e172-ea7e-4407-911b-0b1a1f629fbf,7cceb1ee-164f-4a3c-8a1b-9411ee3b293a,Blue Cross,efae356e-c71f-4a8e-a1e0-9028c967c117,"{""ADVANTAGE EPO HSA NJPA"",""ADVANTAGE EPO NJ""}",In Network,2023-10-15,2025-03-15,Terminated
