AffiliationID,ProviderID,ProviderAffliated,ProviderAffiliationName,ProviderAffiliationType,ProviderAffiliationStartDate,ProviderAffiliationEndDate
f4b36745-4abb-448b-8b1a-76c647692fd6,4f37502c-ffc2-48b6-a9b2-eab094a74be6,No,,,,
b9458b60-4747-46d1-902b-ba62310f60df,98d0f6f6-2452-43ec-b2aa-9561a4cfc817,No,,,,
c8acb4b6-36eb-481f-aff0-2b1e7afccb1f,fc2f79c6-b752-45ad-8340-1ca1ae710b1f,Yes,Jersey Shore Hospital,Health System,2016-02-24,2024-03-30
8565ee84-4691-4bc5-9816-386c6fa562d1,070a1b75-6328-442a-b74d-a3cfff883ee8,Yes,Trinitas Regional Medical Center,Medical Group,2019-03-30,2025-05-20
ee225d5d-1a4b-404d-b747-0dbb579dde99,d67fe8ea-3983-431f-acd9-addd089c3dfb,Yes,Hackensack Medical Affiliates,Health System,2017-01-01,2023-10-02
0c9e106d-44d4-4b6d-bd13-57d514dfdccd,9e0ac5bf-fbc8-4c17-a7a9-630af1d69f5c,Yes,Hackensack Medical Affiliates,Medical Group,2018-05-07,2023-09-23
d4dcee85-0126-4b76-bb19-588384ed914c,d08b3436-eaab-40b8-b89b-62f5cd849884,Yes,Jersey Shore Hospital,Hospital,2019-02-23,2023-08-08
43b98a85-b30e-461f-b91b-1eeecf3e6000,b45fd164-e4d6-4af2-9e31-e01f6ff8c20a,No,,,,
ba433043-b52c-4a80-997a-b0085c0a6176,dbef7df7-8b23-4572-baa7-09967cbac02f,Yes,RWJBarnabas Health,Health System,2024-02-28,2025-07-02
4e6b6fe8-af50-48f1-af29-4cc033ef2ee7,3630c879-0a14-4e84-8ba8-f43e35815757,Yes,Hackensack Medical Affiliates,Health System,2023-08-09,2025-07-02
b03e19c2-6fbc-4eae-9bb6-976b86298def,f8df6870-b460-482a-babc-dae72b5a6c92,Yes,Newark General Hospital,Clinic,2020-05-10,2025-07-02
4a95024f-8b6f-4c8c-a9e3-a4c631f37225,d63d9364-4f7f-4b31-8d17-6601f6a3907a,Yes,Jersey Shore Hospital,Clinic,2021-02-27,2023-06-19
7763c38f-8d09-45a3-ab20-2514e085b87f,c382f007-ae1f-4aa3-88f4-c3e89e1e743a,Yes,Hackensack Medical Affiliates,Medical Group,2018-08-04,2020-09-04
c898cf86-3d84-47a8-ac2d-89e01a5f92d8,eb007fc5-47f5-4bbf-99b2-34e85efda78b,Yes,Hackensack Medical Affiliates,Hospital,2017-02-02,2022-02-16
9b7afb6b-3e66-40ff-bbff-ec6241e1851d,77040c82-52da-4f69-bdb1-b690484dad63,Yes,Jersey Shore Hospital,Health System,2020-05-12,2025-07-02
809fc507-64f0-4ef2-bc18-5d318c3b96e4,10ef430d-a7a0-45b4-9fed-08141fb520c9,Yes,RWJBarnabas Health,Health System,2021-08-29,2025-07-02
0580e5d9-88bc-4bee-a097-445be992d11f,1434edb2-0427-4768-b022-afb927e51724,Yes,Newark General Hospital,Medical Group,2024-01-29,2025-07-02
cff02a2c-bc20-466b-9c41-62e9e58a86e4,e7e400f7-0292-4aa5-a043-7cb0909a92d9,Yes,Atlantic Health System,Health System,2018-05-01,2020-11-23
838d25c7-5b37-4994-bba3-abd908df9de2,31af81bc-4d6a-4407-a8a9-4b01fd392a20,Yes,Hackensack Medical Affiliates,Hospital,2017-05-31,2019-01-23
5d4a9e24-41e0-46b7-8f0a-067b5acad61b,6e51f1f8-54ee-4632-8bb6-a4e457a952ef,Yes,Newark General Hospital,Medical Group,2018-01-27,2025-07-02
e70c348e-ebe9-41de-88d6-d5718894dcc0,6b1097e2-8cf7-435a-a535-dfae132da57f,Yes,Hackensack Medical Affiliates,Clinic,2017-12-14,2024-03-13
7fb58e8d-7279-436b-9c63-776081b9c510,b0d14395-0b9b-4652-a7d3-53e81ed9c405,Yes,RWJBarnabas Health,Clinic,2023-06-17,2025-07-02
f977441c-54ad-4a90-a9c6-4fa2b60a393f,eaab35af-787d-4a7b-882f-6dffbfaea47a,Yes,Saint Mary's Medical Center,Hospital,2023-10-26,2025-07-02
a6fe3956-e54b-4893-b3e0-74cceb4be4b7,4c9f9252-3d29-4433-afa2-17b6b3715596,Yes,Saint Mary's Medical Center,Clinic,2019-01-07,2024-11-10
9141529d-8f60-4b1c-a879-74515511f56c,72448fc1-4e0f-46f0-b7f9-1fd6bceb1a6f,Yes,Saint Mary's Medical Center,Clinic,2015-10-01,2018-11-22
969754d6-62cd-4c19-8f91-30ffbe4e7e47,c5de1ad9-daa4-4ccb-90cb-b69bccf15539,Yes,Hackensack Medical Affiliates,Medical Group,2018-04-25,2023-06-10
75ce543b-4b79-4860-9ee6-523d9e714ab2,649ad85d-dd59-47cc-8ce5-774be6eb8c33,Yes,RWJBarnabas Health,Medical Group,2024-01-31,2025-07-02
ea40a96d-e6af-47dc-be70-fc7ff4ba6ed8,b42e3b35-cfac-48fc-b996-953a21a9190d,Yes,Trinitas Regional Medical Center,Medical Group,2022-04-07,2025-07-02
e2e9d522-f666-4847-9d48-3598401af1be,0916d118-26fa-40b3-b731-7bda4c0e558b,Yes,Jersey Shore Hospital,Health System,2020-04-01,2025-07-02
3d438275-4c80-4f14-9e3f-15bbe3b472ac,3e0e4734-ab64-401e-8661-42f849d7b71f,Yes,Atlantic Health System,Health System,2024-04-03,2025-07-02
b9069ef5-ce10-43ec-94b5-f6d37da32635,e1dd28b9-a866-4262-ac03-66dd025b0837,No,,,,
4b1e92a4-9dc4-456a-962e-a5c6ae1a7c17,ea59e903-012c-4270-9a68-a8905c9d8071,No,,,,
a44ef364-d42d-49f6-be07-070370733063,98d708e2-35e1-4139-ab2e-bd84079a2e86,No,,,,
85c8b493-08e3-4b16-8c3e-12b82db855e5,02294215-4e46-4f84-b827-06e90cfd9079,No,,,,
1e3bc7d1-8902-40ef-9959-6da83351bcb5,a941d146-f870-4d8b-923b-ecd6273f8f03,Yes,Trinitas Regional Medical Center,Medical Group,2022-10-05,2025-07-02
fb371773-29da-4b07-bb9a-66038f2c17c5,6827349c-c8c1-428f-aced-b45dc9cab408,Yes,Atlantic Health System,Medical Group,2023-09-11,2025-05-06
2ea603e1-ac50-4513-97e8-c40e89fb01c2,4d202fcb-3d5a-4dbf-b21f-cb81c4004aad,No,,,,
e78d85f7-119d-4387-99a7-c766ff7af4aa,6e93291f-69e4-4f2f-8a42-eebfc76837ee,Yes,Saint Mary's Medical Center,Health System,2023-12-29,2025-07-02
b22bb8c1-4888-4ac5-9f80-e4572d392158,2ccc1686-4e34-4e3c-a22a-c3dbaffab584,Yes,Hackensack Medical Affiliates,Medical Group,2019-01-23,2025-07-02
7d3f840e-818e-4b51-82ec-45e7179b44cf,68a1b883-6203-4ce9-8ccb-b18b05171332,Yes,Princeton Health Group,Clinic,2017-12-05,2020-02-08
04d54094-d801-4f45-8bea-5f637cd74ba8,3a296e95-61db-4feb-9ff5-0c5c61aa4da6,Yes,RWJBarnabas Health,Health System,2018-05-07,2025-07-02
e7310090-94b2-46aa-8c82-e40e7b272782,46d3aedd-1219-40ff-9f02-30f47b712a54,Yes,Saint Mary's Medical Center,Health System,2018-10-04,2020-04-28
e38cccbe-9df4-480f-82c7-c217736cee51,b6e0c314-8938-46cf-be65-b34206a3b245,Yes,Saint Mary's Medical Center,Health System,2016-08-23,2021-09-05
b50187ac-6bb1-41f0-9e8c-b3d3d88f65ca,fdec2698-9d6d-492e-b01b-8c0ddf1e4b17,Yes,Princeton Health Group,Clinic,2023-01-08,2025-07-02
6eb5f6fa-6c04-4a53-ae84-792875637949,f2c71b12-0c02-4136-9e27-1604bbb4a0ac,Yes,Atlantic Health System,Medical Group,2016-08-26,2019-02-18
f9c51b51-553c-47b7-b5b6-9e19b83fdb0d,c08bcebe-8aa3-43eb-8647-8de62beb3846,Yes,RWJBarnabas Health,Medical Group,2023-01-20,2025-07-02
1dc5f2d8-08ed-40ca-9c6e-cee916efcdfd,54af93a9-3d86-48c3-9973-9c4f7ae2cbd3,Yes,Trinitas Regional Medical Center,Hospital,2021-10-15,2023-12-09
72789de9-5564-4d69-ab7b-cfc15a454c93,badbef05-79fd-4508-973e-684fef0bcab8,No,,,,
48180e93-d0ce-4b8f-b65b-0591f88b6446,e41e0424-cbd7-4eb5-b8f7-6a999db6ebb4,Yes,Jersey Shore Hospital,Health System,2019-03-01,2024-03-17
2400e5b5-2bb3-4970-aecf-164049903fa2,8774c62d-5692-49ae-9d68-cb096a9307da,Yes,Trinitas Regional Medical Center,Medical Group,2023-12-14,2025-07-02
7d0d3ab3-7128-4f55-b5ac-61a0c13a44e8,88f055d2-fcc7-4bf0-8a54-261601244a20,No,,,,
9fd35755-94fc-45df-b4c3-c98253f700ef,ab047ee7-7fba-48c7-94a3-a5f526c47397,Yes,RWJBarnabas Health,Health System,2020-09-09,2025-06-08
fa39a775-e1ea-4c77-bd26-bf963f7fdebd,32b6edf8-6366-419e-80f1-45ea6452623a,No,,,,
bff59f22-7a89-4520-a317-297cad2ee86b,055e6d8d-a22b-4682-8ffa-0c8c008c2743,Yes,RWJBarnabas Health,Health System,2018-10-02,2025-07-02
4804775d-8411-4faf-84fe-9cc3d6145f82,826276d5-285d-4a1a-a2ea-4add6db10838,Yes,RWJBarnabas Health,Hospital,2019-03-25,2022-08-27
1d916e64-faa3-4b41-a32d-9e3745619d8d,41502485-deb2-45a1-ad2b-53633a300c85,Yes,Newark General Hospital,Health System,2022-10-08,2025-07-02
16813ed7-39f1-4ed4-92f9-09f2dcd20a2c,2e165245-600a-49c7-bc71-effac0a7fd16,Yes,Princeton Health Group,Hospital,2023-07-10,2025-07-02
eff80c74-2d3c-4027-a287-a07e411bf905,2e11326e-b329-4cbd-a611-20f3adeb5408,Yes,Atlantic Health System,Medical Group,2019-10-01,2025-07-02
81965558-a61f-40c9-a15c-e6701ce6e3a9,1f5ca301-c455-4d81-9969-589f0f2a8b5b,Yes,Hackensack Medical Affiliates,Medical Group,2018-08-23,2023-04-02
c7af76d3-163b-49f9-a784-af8ec66a63ef,62507609-80c1-43ab-8865-d402da5d9f99,Yes,Jersey Shore Hospital,Hospital,2022-03-15,2025-07-02
d26d3d58-4475-4af3-8d7a-14facce8342b,4d71f5f0-984c-468c-9ac1-2b6526a33af9,Yes,Newark General Hospital,Hospital,2023-12-29,2025-07-02
b8e226b7-c5dc-49e9-bd71-b045d9e2eafe,f576fbec-794c-4252-b6b8-1618a5026930,Yes,Atlantic Health System,Hospital,2019-06-16,2024-02-27
b6663157-bc61-4867-a24e-9a546a3d6133,28bf2263-0e36-4f04-adbd-b5b0cae36dd0,Yes,Newark General Hospital,Hospital,2022-08-26,2023-11-19
7684607e-05c4-4f28-a66a-178ade0d0f7b,7a96dfde-b486-47f8-bcda-a971b2cfa062,Yes,Hackensack Medical Affiliates,Health System,2024-03-20,2025-07-02
f004b639-8a84-4bd0-af6d-a6555791380c,da849c68-6442-4ddc-b4b1-47afb6743ddd,Yes,Princeton Health Group,Medical Group,2018-11-25,2025-03-13
ce014225-6218-4d7e-bc73-21c1cf41cefc,270debf7-a79a-4a7f-99e9-ba7ce0dadc93,Yes,Atlantic Health System,Health System,2023-04-24,2025-07-02
176291f7-f1ea-4343-a28b-11330b2c9791,47df5475-b95c-4c62-bfb0-c1a052f29d2f,No,,,,
a0044465-2e2d-476e-8cee-dbd48a271390,bf6e2dd4-fd02-44a4-be78-a5d61eb2e4bb,Yes,Trinitas Regional Medical Center,Clinic,2023-03-08,2025-02-20
b8a5bc0f-273e-49ff-96a3-aed8e79b6bff,843a4690-2db9-4724-988a-b000338f52f6,No,,,,
b8f2b500-7785-4055-85a6-fff7a9598f80,3f7074d3-feba-4189-b7ef-222df97f4858,Yes,RWJBarnabas Health,Health System,2019-04-06,2025-07-02
e70fa3ad-9461-4dac-8c5c-6c0441cdcdd6,ca87a9a6-a9ff-448e-9aaa-2d31ef56dfba,Yes,Princeton Health Group,Health System,2018-04-30,2024-05-30
2ed7f719-19a6-46b9-8f48-9bb0f68f761c,287ceab3-0c38-480b-96d3-de6c1f7bcdb7,No,,,,
6defcf91-04e7-4554-b934-c40f2617ba11,add73e1c-5344-4ea7-b86d-9167f8e1fec2,No,,,,
4615e9e2-ac52-4510-8a1f-17745d39d68a,9b585900-8bf4-451f-97ef-4dfab41ea9e8,Yes,Newark General Hospital,Hospital,2022-03-26,2024-05-24
6e11de20-5e89-4557-811f-3c8151712b23,ef3dd63c-02e1-4957-bba2-f51d6e7a9da4,Yes,Hackensack Medical Affiliates,Medical Group,2016-04-02,2022-03-10
a93aeec5-1221-4a7e-9fed-4f214c8de128,2c4d0bcd-c751-4846-83ff-63f42fb47c2a,Yes,Jersey Shore Hospital,Hospital,2020-09-02,2024-05-30
0b2aecce-fbf4-4cbe-8fb2-4d25ba706b96,3b434f54-9fb8-41cd-ada5-21bcfacdb8b3,Yes,Newark General Hospital,Medical Group,2016-11-16,2023-05-18
b60f8eca-5d99-47b3-8130-c2cd8be9a4f1,9b6691e1-6cf6-4b82-8b14-007cc8d2a290,Yes,Saint Mary's Medical Center,Clinic,2022-02-06,2025-07-02
115d6961-5bc1-43e9-94c3-887738bd735a,c093789f-d58b-4b9d-a752-9f49ca2977cc,Yes,Saint Mary's Medical Center,Clinic,2024-06-26,2025-07-02
a7a0bec6-c630-426e-9430-e64dcb167d2e,13dbce3e-ce4a-4c7f-ab96-c6bd8a382859,Yes,Newark General Hospital,Medical Group,2020-11-11,2024-03-23
54ba3221-f8e4-423a-a244-56ffeb72648d,6fad0d64-70af-4b34-bc69-baafdb8c8b3e,Yes,Newark General Hospital,Health System,2019-11-24,2025-07-02
49630d80-273a-49cd-8fbb-dc0c6f777eea,1b084ea9-b7d4-4039-88e4-89402a08da49,Yes,Atlantic Health System,Hospital,2024-02-26,2025-07-02
6d62be3c-5100-4315-b704-11298acac929,b0844ba1-a0d1-48be-b13f-8a9c8c6d4a2e,Yes,Hackensack Medical Affiliates,Hospital,2024-02-08,2025-07-02
9de11219-1c9f-4bf9-bb49-bba6b6a72c44,cd86b247-fe0b-4378-a2d9-3a343528fbec,Yes,RWJBarnabas Health,Hospital,2023-03-07,2025-07-02
32678518-a6a0-4216-a90c-511df9aac67f,b4372f0d-9c1f-42a1-8224-d7a5c7968d39,Yes,Princeton Health Group,Medical Group,2017-02-23,2020-11-08
19007668-1ebe-442f-830a-40362665987d,ea3331a3-18a3-4469-9ee5-fd2832b7ffd3,Yes,Atlantic Health System,Medical Group,2018-03-20,2024-07-25
4526adf8-e5e8-4951-bbfd-fe6bb7495c05,f90df0cd-1a70-4d58-934b-a02004fb43c3,Yes,RWJBarnabas Health,Hospital,2021-07-13,2025-07-02
f528d454-8d41-43da-a576-9ac1d9a03d93,b07f88ce-a56e-4270-accd-35aedda53cfd,No,,,,
fa378e0c-3945-477a-ba83-2e801b5c9d01,4716bbb2-a271-481f-a452-02dcecab934b,No,,,,
324d63f7-71f3-4b05-8d8f-d46910c66006,3aa78f82-061b-4bb4-9cba-9319eeb0d1fd,No,,,,
a23d0e10-92cb-458d-a9ce-b35eb325665e,ef53046e-ea26-48f8-91a0-709ff559d3f2,Yes,Newark General Hospital,Medical Group,2023-10-24,2025-07-02
dfafb2dd-8204-4ed0-8fd5-7984a827cdfa,2168d0d2-c20e-4bb3-a884-ff20b2dccb28,Yes,Atlantic Health System,Health System,2015-10-15,2019-02-13
982304e7-f83b-420c-a993-4af2a5658ab1,3dad2252-170e-49c6-964b-212b32e7767f,Yes,Newark General Hospital,Clinic,2022-12-23,2025-07-02
ac29a0ff-a395-48ba-acab-f4f8fa4b98bf,8bc82ea3-9f74-4718-8742-356fe310aa30,Yes,Newark General Hospital,Hospital,2018-02-18,2020-12-19
fb9b26fa-1a2a-419c-8136-1904abce37fa,86558de9-1f8c-4635-b893-5cce215e2f29,Yes,Atlantic Health System,Medical Group,2021-07-14,2023-11-13
8704ab35-f7b0-4943-a993-2a334df89982,76b410ab-e9e1-4a99-9dbb-3b82845691df,Yes,Hackensack Medical Affiliates,Medical Group,2017-10-18,2025-07-02
d7e7a4e4-0528-46bf-9515-079e5719001f,11f7c164-5df7-4c43-9603-daa2726f698e,Yes,Hackensack Medical Affiliates,Clinic,2019-12-09,2025-06-03
4e3e5c13-1f40-4541-87e9-484cff1efb52,ea3a1b11-3949-405c-9f7a-727476cdbc8b,Yes,RWJBarnabas Health,Hospital,2023-10-28,2025-03-02
85b738fe-8a5d-4315-8343-eaac827afbe6,f0bcc689-7af7-4676-843f-f4a01cf91a07,Yes,Atlantic Health System,Clinic,2018-05-06,2025-07-02
d743c60f-ae22-4ef7-8af2-1bd53e01a118,700d1152-4241-44b9-9490-895bcbc3773d,No,,,,
f8362ff2-20a3-493a-8712-08a35a656927,66ec207a-64a0-4d37-a90f-bdf0c682e801,Yes,Atlantic Health System,Hospital,2020-05-23,2025-07-02
85268e00-b846-4985-93c4-27a97e4007b2,45ddd210-a7fb-456f-a258-8ea2011ec02d,Yes,Newark General Hospital,Clinic,2020-06-14,2022-02-02
8ca990cf-479a-4a9a-a745-7a96367875e4,904836bd-d5c5-449f-9734-bc65f41f113f,Yes,Jersey Shore Hospital,Hospital,2021-08-27,2025-05-27
2140ff41-6244-4dbc-9c7e-0d3408764dde,c273e862-ac30-42ac-af33-61b3176dfa89,Yes,Saint Mary's Medical Center,Hospital,2020-05-03,2025-07-02
718cdf65-c5ba-489d-8155-dd3fe00f436e,bd87c322-33ea-43db-9745-704e941a9117,Yes,Jersey Shore Hospital,Hospital,2017-01-19,2019-12-29
47297d32-6b54-483f-b971-31a88086d712,9c3c46d9-5a24-4247-b7bc-ffea3e780d40,Yes,Saint Mary's Medical Center,Health System,2015-08-20,2021-04-01
5e0bcbfb-373c-45b1-a65d-d78922a91ee7,90e4661b-9907-4cf5-aa10-a1f31523914f,Yes,Trinitas Regional Medical Center,Hospital,2019-04-12,2025-07-02
da0bb702-3d15-4057-850e-08e9be69eb05,e010ccd3-0fe4-419b-92ca-24e9d8d7dc30,Yes,Saint Mary's Medical Center,Health System,2023-04-17,2025-03-07
1c260948-0882-469b-a3e3-b60ca9e9cdfb,d0ea2f05-82c9-4fc6-bda2-d37fae277506,Yes,Newark General Hospital,Medical Group,2018-07-02,2020-02-17
be2a0ea6-b4a3-4865-a6e6-2b9c69501d54,2e0db3c9-73ca-4291-97fa-914e45e49d8d,No,,,,
00069416-bf3d-4ecf-afda-507bf2d05d61,b652f342-123a-4a9d-86f2-75fa8aed793d,No,,,,
80da2dd1-e271-4d20-b6fb-39f25e1ad568,39c122b5-d01e-4fd8-858e-1145a770010f,Yes,Trinitas Regional Medical Center,Medical Group,2018-10-16,2025-07-02
af422307-d1ca-43bf-aca9-3468bd1b4c11,eb6422e9-4f74-4371-8575-d49cf1026341,Yes,Princeton Health Group,Hospital,2018-02-08,2024-05-07
5e246dac-1e1a-47e0-a4a5-5954e1ad5bf9,48870600-5980-4d06-91a8-e5e5bd996345,Yes,Atlantic Health System,Hospital,2024-02-19,2025-07-02
2a1f1a31-7aba-42bd-96ed-70067acc29ae,1938c3fa-861f-43f1-b5fb-79bcafa0210f,Yes,Jersey Shore Hospital,Medical Group,2019-10-01,2025-07-02
901c3db4-8108-48a1-9286-661392fe2162,21475c55-94f5-48c4-9d62-5b38e3816d92,No,,,,
cf08810a-ce2b-4ab0-b02d-5208718cb168,0f8e9015-2f48-4489-b4c6-091289965fa4,Yes,Newark General Hospital,Health System,2021-02-06,2023-12-30
e0931f61-442a-44ad-a521-dffe2e25bc80,f68bcd36-e7a1-4b25-b53f-e2cf6ac005c4,Yes,Jersey Shore Hospital,Clinic,2016-10-05,2018-08-30
798f941a-73ea-40ee-9a0a-ad3bb5f35801,9d9c4370-c5a4-43ba-af59-b8ec3c750108,No,,,,
074498da-284a-4814-b712-dbb3cbc762f9,20efe7c6-1d09-4f31-9284-e2308df1f4a0,No,,,,
aa546c0c-264f-4d59-9739-75b5473d2b56,0891e6f9-7b77-4d8c-9a5f-a89b12028f12,Yes,Trinitas Regional Medical Center,Hospital,2022-05-16,2025-07-02
a1e64954-0667-43b0-b669-de95adef3127,be47e76e-c844-4126-a6a1-192cd13e9c6e,No,,,,
d2b4ef4b-46d5-4341-acc0-cf44f5b507bb,9f223c1b-2132-4f39-8ae1-3084d61ef031,Yes,Princeton Health Group,Hospital,2020-12-29,2025-07-02
55055572-5440-4593-bf45-c27b74f360c7,9653c5e7-917d-40c9-b54e-12901aadee15,Yes,Princeton Health Group,Hospital,2020-09-05,2021-10-03
49256d1a-f1e5-4197-8ebe-0e6d88106ff7,70c2efc3-d191-41f7-ad42-da4185e80d5b,Yes,Atlantic Health System,Clinic,2017-11-18,2023-10-11
31b29b1a-1530-4380-80b6-68958127d362,7eece1d3-7113-43f9-88d6-208c213f42e2,No,,,,
0c5104f5-df9c-4fea-9738-05ab826dd440,35078373-5898-4bd2-94ec-e95b559b7445,Yes,Trinitas Regional Medical Center,Clinic,2015-09-19,2021-04-21
bc410a66-e431-4322-a8dd-0e1de0448378,d26aa766-5637-46ce-85cf-56f4e850d1de,Yes,Atlantic Health System,Clinic,2023-08-15,2025-07-02
9b18acde-7405-4b7c-b442-db37f96cc1fd,5f09737e-c4d1-4bcd-89a5-cf25f610abbe,Yes,RWJBarnabas Health,Hospital,2021-07-01,2025-07-02
0bd50184-dcea-4429-b25a-43633f9f3c07,4fe8da49-0d37-459f-ab0d-d5021d8f6f16,Yes,Jersey Shore Hospital,Clinic,2019-08-28,2025-07-02
7bbc6f7f-7a6f-4967-a5fc-a98374b40b4c,4d3febde-d77d-4fce-9bcd-dae75b81072f,Yes,Atlantic Health System,Health System,2017-09-08,2025-07-02
0c049fdc-af41-4f4c-879d-49cc4b26b46b,30ee250f-2068-49cb-b9c0-5a0834a5fa9a,Yes,Trinitas Regional Medical Center,Clinic,2021-01-16,2024-01-15
6ec76b5f-7d50-4ed9-a2a4-ccf764d7d1bc,63122131-90e4-42fc-894c-1bdd1e032fb0,Yes,Hackensack Medical Affiliates,Medical Group,2015-07-21,2020-03-07
0f22f511-4f02-485e-8433-90220c25489b,f66c5647-d815-4cc4-a8c3-2cc9920099ca,No,,,,
5db395c8-eb69-4c35-8a01-7a5a2c9f5a5c,1bd4ba1a-ae18-46ee-a98e-1a7b4f738119,No,,,,
e12b4d7f-2b32-4c4b-a631-5d44318107c5,a870a816-1528-4537-9d8b-4b627d71e6ba,Yes,Princeton Health Group,Hospital,2020-12-28,2025-07-02
78b460b0-717c-4667-9653-ad7655fb388e,c1bbe1bc-83f5-466b-89ab-271be547518e,No,,,,
34bacb81-3541-4523-ab1f-29a11cf1d3ea,f097282a-2d93-463a-96af-4398049f04e0,Yes,Trinitas Regional Medical Center,Clinic,2020-10-16,2025-07-02
1397c37d-3eea-4dbe-b858-e27d9c0a60b6,dc1740cc-7a9b-4565-adbf-48977795f862,Yes,Newark General Hospital,Hospital,2020-07-10,2025-07-02
431131dc-eaf6-466f-ae32-2219d483e30c,84ae5e52-fbce-4e28-8a7f-25d4f9411ee3,Yes,Newark General Hospital,Health System,2022-06-30,2024-09-23
f1ec89fb-016f-457b-bc0f-107e770b2e2b,d7c81f7a-655e-4849-a602-16c1162480eb,Yes,Hackensack Medical Affiliates,Hospital,2022-06-01,2024-10-22
64ece128-aaf7-4a19-bf4a-e9576931551c,9b3db381-471d-4dcd-bed7-a1c61a3ee410,Yes,Princeton Health Group,Health System,2018-04-18,2025-07-02
e02540ba-f132-4f79-aa5e-ae456f5e4802,035b4735-0f07-4c9e-a3b8-1771546bd7d3,Yes,Atlantic Health System,Health System,2022-05-29,2025-07-02
d0327f19-1d3f-495c-b1be-0f51c5accd38,3a311ea7-40b6-4d26-a7cc-d1ebbc728537,Yes,Saint Mary's Medical Center,Clinic,2015-11-16,2021-11-12
f7f29099-affc-41f1-b859-9e1bbaa20cc6,07d81f25-55fc-428e-a4f9-bbe6907d5731,No,,,,
f213b384-d7e8-4b68-9bd0-f5d64f652083,cd839743-e931-4b54-b261-0709070dfa74,No,,,,
e76425bd-2129-49a2-91a0-ea03ac8acba2,6f256631-2b07-405a-ba38-b628e2cdeb9e,Yes,Hackensack Medical Affiliates,Health System,2021-12-18,2025-07-02
addb3cfb-59b3-48c7-aad8-851c18233b4e,71a2ab45-8796-4e34-8784-19ca15bf7376,Yes,Jersey Shore Hospital,Medical Group,2023-08-17,2025-07-02
7028d4dd-39e4-45d3-bc80-366fc46d798e,afebae87-9be7-4a18-979f-05d0930743d6,Yes,Atlantic Health System,Clinic,2017-12-06,2025-07-02
e4a3e6aa-23f4-46f0-99f7-847ebbab2746,e70cedb0-647e-4619-b9d9-0ec4636a27cd,Yes,Princeton Health Group,Clinic,2019-06-20,2023-06-14
24f6079d-3998-405a-8b4c-8717ae4e9a58,b6ec70db-0600-4901-a342-a9bed63f7e76,Yes,RWJBarnabas Health,Medical Group,2021-03-13,2025-07-02
915c27e0-2ec9-4da0-a72b-b4a305e3937f,c67179ef-ff4c-46f2-921e-93e069da35e4,Yes,Jersey Shore Hospital,Clinic,2021-11-30,2025-07-02
296a5d65-40ac-4042-b0e2-7240e24293a3,fdb73b73-75b4-44fa-b32a-af59e78b83eb,Yes,Princeton Health Group,Health System,2018-11-19,2020-12-21
89a7bb01-1e48-4612-8146-fe4ebb547a1f,d6265101-1405-45b8-80cd-246462ea69c3,No,,,,
86ac476b-deac-4e83-948e-921f86b6d173,6ba1e621-69e8-4bf5-b35b-8b09b57b5f5e,Yes,Atlantic Health System,Health System,2017-09-27,2021-02-14
a8b20bb5-bf72-458e-b7b2-a94e89582215,8b9b2be1-79ea-4315-bd83-e0b030e3c231,Yes,Atlantic Health System,Health System,2020-05-13,2024-02-06
6ce1e3ce-3658-4d5b-b6f7-01779d0fb27e,69b89a99-2e72-4ee2-a202-f2f2459ed9c1,Yes,Trinitas Regional Medical Center,Health System,2017-10-10,2025-02-21
b33fbdda-da15-438d-b8d9-51de6e8325b0,1bfccf96-ec90-47ec-9b0c-02596783f131,Yes,Princeton Health Group,Clinic,2021-06-03,2024-01-05
0a2801d2-9d66-4ebe-a9d5-9a2c5b16a840,66c06386-5db7-4deb-a473-82b8bf0e51f5,Yes,Saint Mary's Medical Center,Clinic,2022-09-05,2025-07-02
1416714c-b114-41cf-b030-62ddb4de0026,6478b8ea-e0e6-4ee2-971d-f707b8746db9,No,,,,
be9c5a6f-c596-4ef8-ada4-1d09485d9372,9ee17618-7d89-4c31-9621-9059bd601d82,Yes,Atlantic Health System,Health System,2016-11-12,2022-11-14
69eb26cc-e1a1-4f54-b37b-3fe082061302,d1c66369-7c95-4776-929f-45eb9c0cf1ce,No,,,,
ff781fcb-f62f-4178-8305-e7cfc2ea9053,9f169e15-8110-407e-8131-4808f858dc76,Yes,Jersey Shore Hospital,Clinic,2017-01-17,2023-05-25
9af3aa06-7243-478a-bcdc-0f4ab4beeaa6,170c29e4-c233-4059-87a8-191b913db9a2,No,,,,
7839301d-d780-4740-9a02-14a3e5d3f7cc,238621d8-c093-4d2a-bf22-44707f07ea3d,Yes,Newark General Hospital,Clinic,2023-10-21,2025-07-02
d67fd7d4-fb6c-4bee-b84f-4865f2bff0a9,cd6b07f8-1083-408b-bf71-00b2a774d0af,Yes,Hackensack Medical Affiliates,Medical Group,2021-05-17,2025-07-02
d572d482-65f2-4839-a8a0-510ced99e5fa,7e8d1c0b-3c89-44b1-aeb3-1658572fd7a6,Yes,Trinitas Regional Medical Center,Hospital,2022-11-19,2025-07-02
a7d777ef-0534-4782-a4d3-e32c3c2b0789,f980879a-4cc2-4e6e-a6d4-366d96e6040f,Yes,RWJBarnabas Health,Hospital,2016-09-19,2020-07-21
fd2d96f0-8b85-4809-a50b-5ec7b0dae549,b4cae5dc-339d-4612-b770-cde9981a5e84,No,,,,
