SpecialityID,ProviderID,ProviderSpecialityCode,ProviderSpecialityType,ProviderSpecialityName,ProviderSpecialityStartDate,ProviderSpecialityEndDate
6b02a41f-611f-496b-8b10-7d91d30a8b88,e4d55dd8-e160-4953-ac89-78606c3fb45a,207Q00000X,Primary,Family Medicine,2016-07-03,9999-12-31
d4048f34-f2d5-4637-af3a-f942987a454d,1c3becdc-28ed-44c4-a841-fa50e3484b8d,207R00000X,Primary,Internal Medicine,2017-07-08,9999-12-31
2bcba776-533b-4c3b-993e-88ea11088839,bbf3b56f-f9fe-4498-908c-59380020932c,208VP0000X,Secondary,Psychiatry,2016-11-22,9999-12-31
d4fc995b-af6f-4e79-9c23-b9e4edd1f0ad,66e0302c-2d58-4715-9dca-65d93a135194,208D00000X,Secondary,General Practice,2024-07-04,9999-12-31
e4968882-52ad-4209-be71-4788c0f2d025,0c650398-f0ed-4085-b5b6-485a6608f0fe,208Z00000X,Secondary,Geriatric Medicine,2015-07-22,9999-12-31
3134dcb6-87a8-4f52-b3c5-62bbe5710a47,b80ce382-5bc2-45bc-9f6d-8be1f033eb9f,207R00000X,Primary,Internal Medicine,2016-05-05,9999-12-31
b9d5d674-e6c5-4765-9498-5fb39d99c21b,4f37502c-ffc2-48b6-a9b2-eab094a74be6,207R00000X,Primary,Internal Medicine,2018-07-23,9999-12-31
e0d81a3a-7e7a-471b-8d67-3098e9281a79,98d0f6f6-2452-43ec-b2aa-9561a4cfc817,208D00000X,Secondary,General Practice,2021-03-08,9999-12-31
92bb0e2d-3177-4298-bf39-a8010693d601,fc2f79c6-b752-45ad-8340-1ca1ae710b1f,208Z00000X,Secondary,Geriatric Medicine,2017-03-10,9999-12-31
e21da01d-9349-45d1-81ad-b77a409791e0,070a1b75-6328-442a-b74d-a3cfff883ee8,207R00000X,Primary,Internal Medicine,2021-01-23,9999-12-31
ab3d87be-33a5-4230-8ceb-ba253691a4e9,d67fe8ea-3983-431f-acd9-addd089c3dfb,207R00000X,Primary,Internal Medicine,2022-11-06,9999-12-31
9cbe9443-517b-4aec-be33-373ef420943c,9e0ac5bf-fbc8-4c17-a7a9-630af1d69f5c,208Z00000X,Secondary,Geriatric Medicine,2019-08-10,9999-12-31
bec891d6-0326-458f-bc06-f11a4f784655,d08b3436-eaab-40b8-b89b-62f5cd849884,208D00000X,Secondary,General Practice,2022-03-19,9999-12-31
b677cda5-472f-4052-8df3-dda96a802644,b45fd164-e4d6-4af2-9e31-e01f6ff8c20a,208C00000X,Secondary,Cardiology,2020-02-22,9999-12-31
d2b9fdf3-e337-451d-840b-8826d28cfd5f,dbef7df7-8b23-4572-baa7-09967cbac02f,207R00000X,Primary,Internal Medicine,2017-12-24,9999-12-31
4e2455f6-ea7e-4991-b66e-487790d0c4e1,3630c879-0a14-4e84-8ba8-f43e35815757,207R00000X,Primary,Internal Medicine,2025-02-20,9999-12-31
019c609d-b26e-45f0-9324-918e2d7d9334,f8df6870-b460-482a-babc-dae72b5a6c92,208Z00000X,Secondary,Geriatric Medicine,2017-08-11,9999-12-31
beb1918a-dea5-4c55-a67a-bebc47415883,d63d9364-4f7f-4b31-8d17-6601f6a3907a,207Q00000X,Primary,Family Medicine,2022-03-14,9999-12-31
ffb6c45f-cf64-4222-95a9-5d73437398fe,c382f007-ae1f-4aa3-88f4-c3e89e1e743a,207V00000X,Primary,Obstetrics & Gynecology,2024-11-29,9999-12-31
8184f17b-3c12-4725-b4bd-810d69c364bf,eb007fc5-47f5-4bbf-99b2-34e85efda78b,208VP0000X,Secondary,Psychiatry,2018-05-18,9999-12-31
689f7d23-0557-4f3c-a4b0-d8114a2acda9,77040c82-52da-4f69-bdb1-b690484dad63,208VP0000X,Secondary,Psychiatry,2017-05-13,9999-12-31
2c6286fd-82b1-49be-9c4d-3871114f6c81,10ef430d-a7a0-45b4-9fed-08141fb520c9,208VP0000X,Secondary,Psychiatry,2020-10-03,9999-12-31
f7f01db7-f06d-4de8-84f2-a30f7f72f91a,1434edb2-0427-4768-b022-afb927e51724,207N00000X,Primary,Pediatrics,2021-07-06,9999-12-31
b838a0c6-9bcf-4587-8b56-16faa9bf6d28,e7e400f7-0292-4aa5-a043-7cb0909a92d9,207N00000X,Primary,Pediatrics,2016-10-14,9999-12-31
6fbad460-5dc7-4186-9d06-02a3c2a0ecf2,31af81bc-4d6a-4407-a8a9-4b01fd392a20,208Z00000X,Secondary,Geriatric Medicine,2022-09-17,9999-12-31
4f68a629-3e14-4bbf-b02b-5680358b8a34,6e51f1f8-54ee-4632-8bb6-a4e457a952ef,207V00000X,Primary,Obstetrics & Gynecology,2024-12-07,9999-12-31
a02376e0-e84d-4731-a5b8-7ff8ca6bd014,6b1097e2-8cf7-435a-a535-dfae132da57f,208Z00000X,Secondary,Geriatric Medicine,2022-10-16,9999-12-31
00d4803f-e3cc-4b56-872e-ecdbff75f2e2,b0d14395-0b9b-4652-a7d3-53e81ed9c405,207R00000X,Primary,Internal Medicine,2021-06-15,9999-12-31
e979e320-8b3c-428d-8c04-b02f507c7c22,eaab35af-787d-4a7b-882f-6dffbfaea47a,208Z00000X,Secondary,Geriatric Medicine,2016-06-28,9999-12-31
8d0f8bef-839f-4302-accb-e3031b3e42b2,4c9f9252-3d29-4433-afa2-17b6b3715596,207R00000X,Primary,Internal Medicine,2023-09-17,9999-12-31
c2d002aa-9b96-40d0-b6a1-662897b5f173,72448fc1-4e0f-46f0-b7f9-1fd6bceb1a6f,207Q00000X,Primary,Family Medicine,2022-05-27,9999-12-31
b7f1167e-c2cf-4216-b97d-34abc3ce4096,c5de1ad9-daa4-4ccb-90cb-b69bccf15539,207V00000X,Primary,Obstetrics & Gynecology,2021-07-30,9999-12-31
e2e99786-5900-47a0-b45e-02398a4fe1b5,649ad85d-dd59-47cc-8ce5-774be6eb8c33,208Z00000X,Secondary,Geriatric Medicine,2020-05-31,9999-12-31
2f6f5748-e181-4be4-ba71-6af98c49e2b3,b42e3b35-cfac-48fc-b996-953a21a9190d,208C00000X,Secondary,Cardiology,2020-08-23,9999-12-31
5f36909b-19aa-4c0d-90ab-62e65027ee32,0916d118-26fa-40b3-b731-7bda4c0e558b,208Z00000X,Secondary,Geriatric Medicine,2020-10-10,9999-12-31
360e9ff9-bce5-4e6c-91ea-812e26b7de12,3e0e4734-ab64-401e-8661-42f849d7b71f,207Q00000X,Primary,Family Medicine,2020-03-17,9999-12-31
973a15e8-22ef-4835-ad90-c8d048854280,e1dd28b9-a866-4262-ac03-66dd025b0837,207V00000X,Primary,Obstetrics & Gynecology,2016-09-30,9999-12-31
efc3f6b9-8326-48e8-9285-2733ff279b96,ea59e903-012c-4270-9a68-a8905c9d8071,207R00000X,Primary,Internal Medicine,2016-11-25,9999-12-31
a86acd7f-1130-4881-86fa-7e7aa01f6214,98d708e2-35e1-4139-ab2e-bd84079a2e86,208Z00000X,Secondary,Geriatric Medicine,2017-11-09,9999-12-31
6c3e033c-3af7-44ca-8bc6-e09cbfb0df70,02294215-4e46-4f84-b827-06e90cfd9079,207V00000X,Primary,Obstetrics & Gynecology,2017-12-06,9999-12-31
0ccf60aa-b6d6-41cb-95aa-dd2d4785527d,a941d146-f870-4d8b-923b-ecd6273f8f03,207Q00000X,Primary,Family Medicine,2020-12-11,9999-12-31
c2df5f81-8adc-4a24-ba10-d35126c12495,6827349c-c8c1-428f-aced-b45dc9cab408,207V00000X,Primary,Obstetrics & Gynecology,2023-08-02,9999-12-31
e419fdd6-fb92-44ba-8b63-7b9eeaea5173,4d202fcb-3d5a-4dbf-b21f-cb81c4004aad,208D00000X,Secondary,General Practice,2023-07-24,9999-12-31
20d132a7-e2c5-4c1a-9164-e4935032b234,6e93291f-69e4-4f2f-8a42-eebfc76837ee,207V00000X,Primary,Obstetrics & Gynecology,2019-11-13,9999-12-31
74787d4e-ee6d-4520-86bc-531cc35cdb71,2ccc1686-4e34-4e3c-a22a-c3dbaffab584,208VP0000X,Secondary,Psychiatry,2015-07-14,9999-12-31
9a6142bf-e197-4548-b783-fec40aecdded,68a1b883-6203-4ce9-8ccb-b18b05171332,207R00000X,Primary,Internal Medicine,2020-09-11,9999-12-31
4f3edefd-bd83-43f3-a791-dc99329cffa8,3a296e95-61db-4feb-9ff5-0c5c61aa4da6,207Q00000X,Primary,Family Medicine,2020-05-22,9999-12-31
a38f2d99-f0f7-4887-a25f-d2b39dfa5336,46d3aedd-1219-40ff-9f02-30f47b712a54,207N00000X,Primary,Pediatrics,2015-08-13,9999-12-31
619fa8d4-637e-453e-b8ba-3efabf3db0e6,b6e0c314-8938-46cf-be65-b34206a3b245,208C00000X,Secondary,Cardiology,2022-09-14,9999-12-31
0546ab06-995b-4e45-9755-a61671f53e5b,fdec2698-9d6d-492e-b01b-8c0ddf1e4b17,208D00000X,Secondary,General Practice,2024-05-01,9999-12-31
9854797b-c68c-438a-8451-4e3b677ae1b4,f2c71b12-0c02-4136-9e27-1604bbb4a0ac,207Q00000X,Primary,Family Medicine,2019-05-01,9999-12-31
7d677428-2f66-4b15-a437-3033ab167df6,c08bcebe-8aa3-43eb-8647-8de62beb3846,207Q00000X,Primary,Family Medicine,2023-02-25,9999-12-31
6ba720b3-2439-4011-819e-01ac959bac4c,54af93a9-3d86-48c3-9973-9c4f7ae2cbd3,208Z00000X,Secondary,Geriatric Medicine,2021-10-14,9999-12-31
66044fef-67d3-4f8e-863b-7b6233294dd9,badbef05-79fd-4508-973e-684fef0bcab8,207V00000X,Primary,Obstetrics & Gynecology,2017-05-04,9999-12-31
f9b46eda-8f08-4b2a-819e-3f328a72b410,e41e0424-cbd7-4eb5-b8f7-6a999db6ebb4,208Z00000X,Secondary,Geriatric Medicine,2022-03-23,9999-12-31
18dc3147-e1ec-4a93-b80e-c0fb6dc56e2b,8774c62d-5692-49ae-9d68-cb096a9307da,207Q00000X,Primary,Family Medicine,2018-06-02,9999-12-31
f6455c1d-bb2e-4e82-a2f4-5c158c3c4abf,88f055d2-fcc7-4bf0-8a54-261601244a20,208D00000X,Secondary,General Practice,2022-08-04,9999-12-31
d9b0ff24-c764-4403-8544-55c285674de3,ab047ee7-7fba-48c7-94a3-a5f526c47397,208D00000X,Secondary,General Practice,2022-04-24,9999-12-31
1f7b1d4b-643c-43fd-b545-22048fcb97f1,32b6edf8-6366-419e-80f1-45ea6452623a,208D00000X,Secondary,General Practice,2024-02-22,9999-12-31
9877f75b-d3b7-4137-972e-b56364de95cd,055e6d8d-a22b-4682-8ffa-0c8c008c2743,207R00000X,Primary,Internal Medicine,2019-12-16,9999-12-31
5d615719-1b95-4a46-9393-c8b81b20ee56,826276d5-285d-4a1a-a2ea-4add6db10838,208C00000X,Secondary,Cardiology,2021-12-10,9999-12-31
0d459f86-698d-43ce-9317-6dd4ee683024,41502485-deb2-45a1-ad2b-53633a300c85,207V00000X,Primary,Obstetrics & Gynecology,2025-03-22,9999-12-31
576c4484-2d01-40b4-a37a-b788a7130c1b,2e165245-600a-49c7-bc71-effac0a7fd16,208VP0000X,Secondary,Psychiatry,2022-10-30,9999-12-31
28b9f614-797d-4436-9368-0fd168d4b4a7,2e11326e-b329-4cbd-a611-20f3adeb5408,208Z00000X,Secondary,Geriatric Medicine,2023-04-04,9999-12-31
ffc0d8ca-a235-4f6a-a690-f8d65ad15e94,1f5ca301-c455-4d81-9969-589f0f2a8b5b,208D00000X,Secondary,General Practice,2020-12-24,9999-12-31
fdedb3c2-089f-43c3-8e2a-c21864674a1b,62507609-80c1-43ab-8865-d402da5d9f99,207Q00000X,Primary,Family Medicine,2016-07-13,9999-12-31
4960e4fe-7bca-4ba8-b19b-a6ed971eec83,4d71f5f0-984c-468c-9ac1-2b6526a33af9,207R00000X,Primary,Internal Medicine,2020-03-19,9999-12-31
21a6adb0-134a-4d88-b24c-b0a13554f218,f576fbec-794c-4252-b6b8-1618a5026930,208C00000X,Secondary,Cardiology,2017-07-06,9999-12-31
4fc108e8-6b8d-4b0c-978c-eb03c8f4068e,28bf2263-0e36-4f04-adbd-b5b0cae36dd0,208C00000X,Secondary,Cardiology,2024-01-18,9999-12-31
65090219-eccc-490d-8c70-e5e07ee59975,7a96dfde-b486-47f8-bcda-a971b2cfa062,208VP0000X,Secondary,Psychiatry,2022-05-15,9999-12-31
1a72c933-8a45-4a53-8aed-f3524eedfd48,da849c68-6442-4ddc-b4b1-47afb6743ddd,207N00000X,Primary,Pediatrics,2024-07-13,9999-12-31
78770c04-def6-4bbf-b7dc-a260c30bdc5d,270debf7-a79a-4a7f-99e9-ba7ce0dadc93,207Q00000X,Primary,Family Medicine,2016-01-25,9999-12-31
edc1c378-51a6-4692-a6df-92b1bbbace7b,47df5475-b95c-4c62-bfb0-c1a052f29d2f,208Z00000X,Secondary,Geriatric Medicine,2021-07-01,9999-12-31
a2af9e97-71d7-46af-a153-0103767a7f2b,bf6e2dd4-fd02-44a4-be78-a5d61eb2e4bb,207V00000X,Primary,Obstetrics & Gynecology,2021-04-11,9999-12-31
e34304f3-5349-44e9-8bbb-68d1db392196,843a4690-2db9-4724-988a-b000338f52f6,208D00000X,Secondary,General Practice,2022-06-03,9999-12-31
669fc96b-3faa-4a50-94f9-0258c31f0646,3f7074d3-feba-4189-b7ef-222df97f4858,208C00000X,Secondary,Cardiology,2021-08-21,9999-12-31
cd37386c-6dd5-4820-9b2a-13cdaa82d304,ca87a9a6-a9ff-448e-9aaa-2d31ef56dfba,207V00000X,Primary,Obstetrics & Gynecology,2022-01-02,9999-12-31
5a1a99fa-f417-4cbd-bfba-a2372d92f3cb,287ceab3-0c38-480b-96d3-de6c1f7bcdb7,207V00000X,Primary,Obstetrics & Gynecology,2021-07-30,9999-12-31
5b4d59b5-10e5-42a8-8d64-5f6e81f33f37,add73e1c-5344-4ea7-b86d-9167f8e1fec2,207V00000X,Primary,Obstetrics & Gynecology,2019-03-31,9999-12-31
5146f606-acc0-43aa-9a39-305fe276a031,9b585900-8bf4-451f-97ef-4dfab41ea9e8,208C00000X,Secondary,Cardiology,2024-06-18,9999-12-31
9b7a81c1-7729-4f80-94dd-d9ae669d2b1e,ef3dd63c-02e1-4957-bba2-f51d6e7a9da4,207N00000X,Primary,Pediatrics,2022-03-09,9999-12-31
d432b4a7-4b50-4d13-a109-4ca138ba46c1,2c4d0bcd-c751-4846-83ff-63f42fb47c2a,208C00000X,Secondary,Cardiology,2023-07-08,9999-12-31
a019d256-4169-450d-af1f-06c91b33c54e,3b434f54-9fb8-41cd-ada5-21bcfacdb8b3,207R00000X,Primary,Internal Medicine,2024-06-29,9999-12-31
420fed20-d348-4a34-8b4a-12977ef73730,9b6691e1-6cf6-4b82-8b14-007cc8d2a290,208VP0000X,Secondary,Psychiatry,2022-03-21,9999-12-31
ef1fe1f7-b3e8-4db9-900f-048071f14ddf,c093789f-d58b-4b9d-a752-9f49ca2977cc,207R00000X,Primary,Internal Medicine,2016-07-02,9999-12-31
5c7c3c0d-67bb-4ffa-8306-a645dc871161,13dbce3e-ce4a-4c7f-ab96-c6bd8a382859,208VP0000X,Secondary,Psychiatry,2015-12-28,9999-12-31
876ce5d3-726e-4a5b-8e5f-d2c83f004652,6fad0d64-70af-4b34-bc69-baafdb8c8b3e,208VP0000X,Secondary,Psychiatry,2018-02-25,9999-12-31
30f538e5-1265-46ef-bd68-6013276a77da,1b084ea9-b7d4-4039-88e4-89402a08da49,208Z00000X,Secondary,Geriatric Medicine,2016-12-29,9999-12-31
72f56a11-67f1-4c73-afd5-c66c2f5d1993,b0844ba1-a0d1-48be-b13f-8a9c8c6d4a2e,208Z00000X,Secondary,Geriatric Medicine,2018-09-07,9999-12-31
97f04f15-c0db-4323-8dc7-1c7b0acb8047,cd86b247-fe0b-4378-a2d9-3a343528fbec,208VP0000X,Secondary,Psychiatry,2015-10-13,9999-12-31
75fd757c-60d5-4c28-8510-98495c117eb5,b4372f0d-9c1f-42a1-8224-d7a5c7968d39,207Q00000X,Primary,Family Medicine,2016-01-01,9999-12-31
b7cd22c4-3fda-49fd-8c43-a230c302b845,ea3331a3-18a3-4469-9ee5-fd2832b7ffd3,207N00000X,Primary,Pediatrics,2018-03-18,9999-12-31
48016f71-86a8-438a-a972-797d697f7fa4,f90df0cd-1a70-4d58-934b-a02004fb43c3,207Q00000X,Primary,Family Medicine,2020-08-31,9999-12-31
2a8e173f-9f5b-4531-a3d4-fb3de6e3f3cd,b07f88ce-a56e-4270-accd-35aedda53cfd,207N00000X,Primary,Pediatrics,2020-04-20,9999-12-31
02b1daa7-6074-45cc-b9f8-3e626a5ebfde,4716bbb2-a271-481f-a452-02dcecab934b,208VP0000X,Secondary,Psychiatry,2020-12-17,9999-12-31
3ac86b3f-5592-49f4-8024-73b9a797afcf,3aa78f82-061b-4bb4-9cba-9319eeb0d1fd,208D00000X,Secondary,General Practice,2024-10-05,9999-12-31
d38ce88f-3359-48e4-84cf-425d24e72a2f,ef53046e-ea26-48f8-91a0-709ff559d3f2,207N00000X,Primary,Pediatrics,2024-06-23,9999-12-31
92191f0c-6837-4861-bb2d-a50e32b4d061,2168d0d2-c20e-4bb3-a884-ff20b2dccb28,208VP0000X,Secondary,Psychiatry,2021-10-24,9999-12-31
5669e883-11b9-4f44-a059-7c3d03bde820,3dad2252-170e-49c6-964b-212b32e7767f,207Q00000X,Primary,Family Medicine,2022-12-02,9999-12-31
04684b9a-209e-4062-bcc4-9e5d13b809e3,8bc82ea3-9f74-4718-8742-356fe310aa30,208C00000X,Secondary,Cardiology,2020-04-16,9999-12-31
844c5069-6c9f-485d-aa4f-46bab520d53a,86558de9-1f8c-4635-b893-5cce215e2f29,208VP0000X,Secondary,Psychiatry,2019-02-12,9999-12-31
f208d635-33b1-4236-8b5c-d21712b3c22e,76b410ab-e9e1-4a99-9dbb-3b82845691df,207V00000X,Primary,Obstetrics & Gynecology,2020-03-12,9999-12-31
01367b5c-2442-4687-9461-63eb2c0b5c72,11f7c164-5df7-4c43-9603-daa2726f698e,208D00000X,Secondary,General Practice,2017-08-22,9999-12-31
5174d16e-b378-43f8-8b70-91316f8cfdf4,ea3a1b11-3949-405c-9f7a-727476cdbc8b,208D00000X,Secondary,General Practice,2017-11-29,9999-12-31
219e7e00-154a-4bdc-b5bb-368e6684cd28,f0bcc689-7af7-4676-843f-f4a01cf91a07,208Z00000X,Secondary,Geriatric Medicine,2015-08-03,9999-12-31
fa53e508-388e-4308-bddc-33a467a80a57,700d1152-4241-44b9-9490-895bcbc3773d,208VP0000X,Secondary,Psychiatry,2022-04-05,9999-12-31
30f1e894-be41-4013-9fd0-a3c9abcdcf78,66ec207a-64a0-4d37-a90f-bdf0c682e801,208Z00000X,Secondary,Geriatric Medicine,2018-01-27,9999-12-31
2de6fac0-ad7b-44dc-8da5-4924bf331276,45ddd210-a7fb-456f-a258-8ea2011ec02d,208Z00000X,Secondary,Geriatric Medicine,2018-04-24,9999-12-31
a1ed7adf-4a0e-4cdf-92c7-5ab946aff9b9,904836bd-d5c5-449f-9734-bc65f41f113f,207R00000X,Primary,Internal Medicine,2022-12-03,9999-12-31
2c537bde-c9e9-480d-80e9-da6cf04cb688,c273e862-ac30-42ac-af33-61b3176dfa89,207V00000X,Primary,Obstetrics & Gynecology,2020-06-12,9999-12-31
b799dcc4-f2d1-46af-a200-16eb385e7d5f,bd87c322-33ea-43db-9745-704e941a9117,208D00000X,Secondary,General Practice,2019-06-07,9999-12-31
668c12ea-6b22-437c-b8ff-8184a310ad29,9c3c46d9-5a24-4247-b7bc-ffea3e780d40,207V00000X,Primary,Obstetrics & Gynecology,2017-06-17,9999-12-31
f702a22c-c9fe-4d0e-8d0a-729a0427cd5f,90e4661b-9907-4cf5-aa10-a1f31523914f,208VP0000X,Secondary,Psychiatry,2017-01-10,9999-12-31
c04ce582-f76f-4670-9a6e-1f4a2c0ddc1b,e010ccd3-0fe4-419b-92ca-24e9d8d7dc30,208Z00000X,Secondary,Geriatric Medicine,2023-01-30,9999-12-31
89558fd7-1d3b-47ff-a193-1a1ef67d6c86,d0ea2f05-82c9-4fc6-bda2-d37fae277506,208VP0000X,Secondary,Psychiatry,2022-09-18,9999-12-31
e7e8d99e-67ab-4896-9849-6ca98aa0dcaa,2e0db3c9-73ca-4291-97fa-914e45e49d8d,208C00000X,Secondary,Cardiology,2023-09-11,9999-12-31
9aaacb66-77b0-4733-b946-54a8bb5da4df,b652f342-123a-4a9d-86f2-75fa8aed793d,207V00000X,Primary,Obstetrics & Gynecology,2017-01-20,9999-12-31
f837f2ae-39db-426c-870d-13396e2e05da,39c122b5-d01e-4fd8-858e-1145a770010f,208VP0000X,Secondary,Psychiatry,2015-08-20,9999-12-31
5666a3bf-6e27-4e53-bcd7-88a161cd3e86,eb6422e9-4f74-4371-8575-d49cf1026341,208VP0000X,Secondary,Psychiatry,2018-10-17,9999-12-31
42d65877-2774-4347-8f8d-5be69a599633,48870600-5980-4d06-91a8-e5e5bd996345,207R00000X,Primary,Internal Medicine,2024-10-15,9999-12-31
ab6c03fd-e6ff-4bf1-b379-fd5e1d59e1b3,1938c3fa-861f-43f1-b5fb-79bcafa0210f,207V00000X,Primary,Obstetrics & Gynecology,2019-01-01,9999-12-31
45bc1f05-a922-4132-b27c-c7188fda27f9,21475c55-94f5-48c4-9d62-5b38e3816d92,208Z00000X,Secondary,Geriatric Medicine,2016-12-12,9999-12-31
152bee7f-1736-4203-9902-3b7944b7b5fe,0f8e9015-2f48-4489-b4c6-091289965fa4,207Q00000X,Primary,Family Medicine,2023-10-15,9999-12-31
343155a0-e41c-4427-985d-b47f0efc905d,f68bcd36-e7a1-4b25-b53f-e2cf6ac005c4,208VP0000X,Secondary,Psychiatry,2020-11-15,9999-12-31
ad3671dc-3811-421c-9f69-69f6a136df55,9d9c4370-c5a4-43ba-af59-b8ec3c750108,208C00000X,Secondary,Cardiology,2020-07-28,9999-12-31
cfc8978d-a6aa-43af-b2f1-d04a87c0000c,20efe7c6-1d09-4f31-9284-e2308df1f4a0,207V00000X,Primary,Obstetrics & Gynecology,2022-05-26,9999-12-31
3564fa1e-7091-4de1-8a6f-88611f925b4f,0891e6f9-7b77-4d8c-9a5f-a89b12028f12,208VP0000X,Secondary,Psychiatry,2022-01-14,9999-12-31
2bc87551-2575-4060-bb4c-0164ee018091,be47e76e-c844-4126-a6a1-192cd13e9c6e,208D00000X,Secondary,General Practice,2018-12-26,9999-12-31
17570993-5d54-411c-afaa-58a8bf1b7246,9f223c1b-2132-4f39-8ae1-3084d61ef031,207Q00000X,Primary,Family Medicine,2025-05-27,9999-12-31
55684d8b-bfc9-45e7-8e86-691003cbb4ed,9653c5e7-917d-40c9-b54e-12901aadee15,208Z00000X,Secondary,Geriatric Medicine,2021-05-29,9999-12-31
60991069-f694-4f39-993b-ad234b2c9403,70c2efc3-d191-41f7-ad42-da4185e80d5b,207N00000X,Primary,Pediatrics,2016-05-04,9999-12-31
0e530b9e-cffa-4aa2-9a81-0efe3740aefd,7eece1d3-7113-43f9-88d6-208c213f42e2,207Q00000X,Primary,Family Medicine,2016-01-02,9999-12-31
958ece8a-dc84-42c4-9b3a-ddc698482d68,35078373-5898-4bd2-94ec-e95b559b7445,208C00000X,Secondary,Cardiology,2016-02-13,9999-12-31
e28cc4df-1ae1-4037-9be8-4203a5438226,d26aa766-5637-46ce-85cf-56f4e850d1de,207V00000X,Primary,Obstetrics & Gynecology,2022-10-06,9999-12-31
60fd10ca-d4ce-4465-9ed8-ddd805777d92,5f09737e-c4d1-4bcd-89a5-cf25f610abbe,207N00000X,Primary,Pediatrics,2024-03-22,9999-12-31
a67d3e87-bf83-44f8-9b43-d7afc437492c,4fe8da49-0d37-459f-ab0d-d5021d8f6f16,207R00000X,Primary,Internal Medicine,2016-11-27,9999-12-31
cc17da45-a7d7-4cd0-8e10-d624cb56e1d5,4d3febde-d77d-4fce-9bcd-dae75b81072f,207R00000X,Primary,Internal Medicine,2018-07-07,9999-12-31
da72e45b-5739-4006-8df0-b9e1a2d0f64c,30ee250f-2068-49cb-b9c0-5a0834a5fa9a,208C00000X,Secondary,Cardiology,2019-04-28,9999-12-31
142dd84b-fb80-42da-bfbc-24fcd078c75d,63122131-90e4-42fc-894c-1bdd1e032fb0,207R00000X,Primary,Internal Medicine,2025-04-20,9999-12-31
ecfa7401-35ed-4b0f-b6d1-5c2d1b84249f,f66c5647-d815-4cc4-a8c3-2cc9920099ca,208C00000X,Secondary,Cardiology,2016-04-02,9999-12-31
afcbd7d3-16e8-4c2c-9731-428d3a4ffe28,1bd4ba1a-ae18-46ee-a98e-1a7b4f738119,208C00000X,Secondary,Cardiology,2023-02-09,9999-12-31
262f90b5-45aa-4c8b-908a-420182d3dce3,a870a816-1528-4537-9d8b-4b627d71e6ba,207Q00000X,Primary,Family Medicine,2023-05-26,9999-12-31
58acbcba-584c-4b3e-af3d-20ac78c57918,c1bbe1bc-83f5-466b-89ab-271be547518e,208D00000X,Secondary,General Practice,2023-02-02,9999-12-31
88649043-d622-459e-a7db-d4f9f957023d,f097282a-2d93-463a-96af-4398049f04e0,208D00000X,Secondary,General Practice,2024-12-12,9999-12-31
356e104c-d52b-411a-87e8-8a80af42d2db,dc1740cc-7a9b-4565-adbf-48977795f862,207R00000X,Primary,Internal Medicine,2015-11-17,9999-12-31
f72baac2-b39f-4dea-81f0-bd77bfd6b36e,84ae5e52-fbce-4e28-8a7f-25d4f9411ee3,207R00000X,Primary,Internal Medicine,2020-10-24,9999-12-31
29ea2fe4-3d46-4f56-892f-b9663155a9d3,d7c81f7a-655e-4849-a602-16c1162480eb,208C00000X,Secondary,Cardiology,2021-09-10,9999-12-31
f3188ff3-193b-4580-8fe6-35499ee7e707,9b3db381-471d-4dcd-bed7-a1c61a3ee410,208Z00000X,Secondary,Geriatric Medicine,2021-06-13,9999-12-31
46489d64-905d-46e0-97d5-8c04aa9a97d3,035b4735-0f07-4c9e-a3b8-1771546bd7d3,208D00000X,Secondary,General Practice,2017-09-17,9999-12-31
9f4e91da-cab4-4c7c-9b3c-fc230e10f1d3,3a311ea7-40b6-4d26-a7cc-d1ebbc728537,208VP0000X,Secondary,Psychiatry,2025-06-28,9999-12-31
d9cff761-993e-4feb-a730-c756cc678d9a,07d81f25-55fc-428e-a4f9-bbe6907d5731,207V00000X,Primary,Obstetrics & Gynecology,2023-08-13,9999-12-31
3652d661-8b97-44f6-a164-7d3ceeb839be,cd839743-e931-4b54-b261-0709070dfa74,207Q00000X,Primary,Family Medicine,2025-02-06,9999-12-31
24023336-100b-4f62-a81c-ba6a8506cfdb,6f256631-2b07-405a-ba38-b628e2cdeb9e,208VP0000X,Secondary,Psychiatry,2018-12-11,9999-12-31
f9001576-bc2b-42d5-8c5c-2b7add9df86b,71a2ab45-8796-4e34-8784-19ca15bf7376,207N00000X,Primary,Pediatrics,2024-05-29,9999-12-31
71a42fc5-ab24-486c-8731-e7674a8f59db,afebae87-9be7-4a18-979f-05d0930743d6,207Q00000X,Primary,Family Medicine,2015-11-17,9999-12-31
36faf8de-1123-4350-a607-6e21585fa095,e70cedb0-647e-4619-b9d9-0ec4636a27cd,207N00000X,Primary,Pediatrics,2020-01-06,9999-12-31
40c9d5fe-2191-4d22-beb5-171a3210331f,b6ec70db-0600-4901-a342-a9bed63f7e76,208Z00000X,Secondary,Geriatric Medicine,2017-12-07,9999-12-31
112a54b4-c478-4d89-afc3-77d0909ea76a,c67179ef-ff4c-46f2-921e-93e069da35e4,208D00000X,Secondary,General Practice,2018-01-09,9999-12-31
d756a933-c02d-424a-b55b-c4720f322963,fdb73b73-75b4-44fa-b32a-af59e78b83eb,207V00000X,Primary,Obstetrics & Gynecology,2025-06-06,9999-12-31
